Sb,Sd,Added,Strain
0.9392818233,1.7982923034,0.8590104801,Str7
0.8934935979,1.9708470926,1.0773534947,Str7
0.6659874329,2.1130141353,1.4470267024,Str7
0.931337979,1.8188794306,0.8875414516,Str7
0.9221026463,2.018558898,1.0964562517,Str7
0.8715943194,1.9067788812,1.0351845618,Str7
0.845014659,1.8347548269,0.9897401679,Str7
0.8104083803,1.7381398848,0.9277315044,Str7
0.8570735496,2.0839754511,1.2269019015,Str7
0.9688950282,2.161528482,1.1926334538,Str7
1.1357621264,1.954597183,0.8188350565,Str7
1.0511440157,2.2483138154,1.1971697998,Str7
0.9004219003,1.979326937,1.0789050367,Str7
0.9657672048,2.1905296025,1.2247623977,Str7
0.7847450961,1.8663147522,1.0815696561,Str7
1.0692519295,2.0348263076,0.965574378,Str7
1.0428322225,1.6312622235,0.5884300011,Str7
1.1227803135,2.1004387093,0.9776583958,Str7
0.9990298017,1.8533325472,0.8543027455,Str7
0.8841049035,1.6548484499,0.7707435464,Str7
0.7844110005,1.888092542,1.1036815415,Str7
0.9537218687,1.7923378627,0.838615994,Str7
0.896858444,2.1097458515,1.2128874075,Str7
1.0585692409,2.4084021217,1.3498328807,Str7
1.2264202078,2.6183476034,1.3919273956,Str7
0.828012023,1.9535241534,1.1255121303,Str7
0.9590431759,2.4284247358,1.4693815599,Str7
1.2643675474,2.0730761079,0.8087085605,Str7
1.0084545336,2.07912998,1.0706754464,Str7
0.8032649625,2.0408033997,1.2375384372,Str7
0.8593130115,2.0601362866,1.2008232751,Str7
0.8639132806,2.0763683674,1.2124550867,Str7
0.8222886558,2.004710092,1.1824214363,Str7
0.7256654044,1.5864592024,0.8607937981,Str7
0.8417398915,1.9404742747,1.0987343832,Str7
0.8079120084,2.2696904703,1.4617784619,Str7
1.1861088194,2.2932730877,1.1071642682,Str7
0.8711078102,2.3369807593,1.465872949,Str7
1.0822196133,1.9939660654,0.9117464521,Str7
0.9214809278,1.8001794318,0.878698504,Str7
0.9331124643,1.8637023021,0.9305898378,Str7
0.955808936,2.0451376602,1.0893287241,Str7
1.0079947167,1.9657772988,0.9577825821,Str7
1.060848441,2.1366813147,1.0758328737,Str7
0.9728006039,2.1480950057,1.1752944019,Str7
0.9864856861,1.6595149415,0.6730292554,Str7
0.7291441442,1.6439515821,0.914807438,Str7
0.888279841,2.5067572536,1.6184774126,Str7
1.2308536137,2.3416589853,1.1108053716,Str7
1.1311063967,1.943969249,0.8128628523,Str7
0.9618189422,2.0003703794,1.0385514372,Str7
1.099059693,1.9202830433,0.8212233503,Str7
0.9044427489,1.9325106534,1.0280679046,Str7
0.9711868032,2.0156110541,1.0444242509,Str7
0.8689156106,2.2224513909,1.3535357803,Str7
1.3025534228,2.0538060021,0.7512525793,Str7
1.0327632066,2.015297293,0.9825340864,Str7
0.9460201307,1.8513268289,0.9053066982,Str7
0.7436646084,2.057138668,1.3134740596,Str7
0.9518843216,1.8365388747,0.8846545531,Str7
0.9194437784,1.9262015274,1.006757749,Str7
0.9819602136,2.0067260789,1.0247658653,Str7
1.0388278516,2.2198924057,1.1810645541,Str7
0.8363432285,1.922897943,1.0865547145,Str7
0.9346195386,2.0599404401,1.1253209015,Str7
0.9842498649,1.9016330344,0.9173831695,Str7
0.9296165476,2.1278064688,1.1981899213,Str7
1.0765705674,1.938902298,0.8623317306,Str7
1.0477476006,2.1187561718,1.0710085712,Str7
0.8994445474,1.6880006935,0.7885561461,Str7
0.9558686448,1.9533253509,0.9974567061,Str7
0.8155438117,1.9734592218,1.15791541,Str7
1.2489278243,1.8979725073,0.6490446831,Str7
0.8329104101,1.9329450227,1.1000346126,Str7
0.8138847928,1.8400790923,1.0261942995,Str7
0.8488007367,2.1731991781,1.3243984414,Str7
1.1076129963,2.3261786713,1.218565675,Str7
1.3522018067,2.2304574181,0.8782556114,Str7
1.3018474386,2.5046962876,1.2028488491,Str7
1.2442482548,2.916708904,1.6724606492,Str7
0.9195908297,1.9978359941,1.0782451645,Str7
0.960556487,2.1076555412,1.1470990542,Str7
0.8231713468,2.1504722076,1.3273008607,Str7
1.0087648189,2.1665861159,1.157821297,Str7
0.8585745657,1.8449491373,0.9863745716,Str7
0.9833191864,1.6163060337,0.6329868474,Str7
0.8469405634,1.7433249376,0.8963843742,Str7
0.9738614186,2.115428701,1.1415672824,Str7
0.8628783561,2.327110592,1.4642322359,Str7
0.9601135875,1.8532526199,0.8931390324,Str7
0.8216626696,2.1621246607,1.340461991,Str7
1.0913887974,1.8764663854,0.785077588,Str7
0.8076908658,2.4146332995,1.6069424337,Str7
0.8701294076,2.2251973336,1.355067926,Str7
1.1227153356,2.0252562417,0.9025409062,Str7
1.2994498333,2.2698805191,0.9704306858,Str7
1.0711448681,1.7846151215,0.7134702534,Str7
0.7993820206,1.763758273,0.9643762524,Str7
0.7383533594,1.95916617,1.2208128106,Str7
0.7865910574,1.8533180093,1.0667269519,Str7
0.8304307432,2.2948237299,1.4643929867,Str7
0.8781106585,2.0285759522,1.1504652937,Str7
1.3157791732,2.5895558806,1.2737767074,Str7
1.3402460059,2.1122655061,0.7720195003,Str7
0.902626961,1.9809273636,1.0783004027,Str7
0.9911477391,2.4036948374,1.4125470983,Str7
1.3197951465,2.4941190262,1.1743238797,Str7
0.825512064,1.9865740708,1.1610620068,Str7
1.1693196392,2.518756163,1.3494365238,Str7
1.3506782744,2.2244813898,0.8738031154,Str7
0.9738739514,2.0966304645,1.1227565131,Str7
1.0405917796,1.7904427945,0.7498510149,Str7
0.8234952819,2.2895651989,1.466069917,Str7
0.9760663568,1.9156492886,0.9395829318,Str7
0.8119860919,1.896804037,1.0848179451,Str7
0.8801445824,1.761271813,0.8811272306,Str7
1.1503361944,2.1715748777,1.0212386833,Str7
1.0262486325,2.4611606366,1.4349120042,Str7
0.8874821784,2.5344269876,1.6469448093,Str7
1.1506988078,2.6463059585,1.4956071507,Str7
1.0245785132,2.0173415807,0.9927630675,Str7
1.2066994378,2.1730095956,0.9663101578,Str7
0.9371536329,2.0469793709,1.109825738,Str7
1.1574790814,1.7526148258,0.5951357444,Str7
0.7842574597,1.8311742809,1.0469168212,Str7
0.8672047414,2.0589091833,1.1917044419,Str7
1.089888863,2.0924756091,1.0025867461,Str7
1.0693418234,2.1665604535,1.0972186301,Str7
1.048551395,2.4270879116,1.3785365166,Str7
1.0808673969,2.112909499,1.0320421021,Str7
0.8293428602,1.6604312171,0.8310883569,Str7
0.775941047,1.6280412087,0.8521001617,Str7
1.0193389295,1.9810937079,0.9617547784,Str7
1.0071623417,1.7862623099,0.7790999681,Str7
0.9501687129,1.9455056119,0.995336899,Str7
0.8607253223,1.8875343921,1.0268090698,Str7
0.9494434359,2.1040190578,1.1545756219,Str7
0.6539100797,1.9929134242,1.3390033446,Str7
0.9121347345,1.7220139819,0.8098792475,Str7
1.1069789568,2.4016928499,1.2947138931,Str7
1.1401616744,2.2201443246,1.0799826502,Str7
1.2478890991,2.0003157095,0.7524266104,Str7
0.8622716549,1.893392202,1.0311205472,Str7
0.9777491404,2.0259562914,1.048207151,Str7
0.8783435985,1.9314655847,1.0531219862,Str7
1.0705779853,2.2596806527,1.1891026674,Str7
1.2804467753,2.2284610205,0.9480142452,Str7
1.1497334629,1.8934985019,0.743765039,Str7
0.9565611138,1.4779598823,0.5213987685,Str7
0.8600546316,1.7819498673,0.9218952357,Str7
0.7625976305,2.2093267215,1.446729091,Str7
0.9588497335,2.1096596462,1.1508099127,Str7
0.6994228565,1.6144359908,0.9150131343,Str7
0.8180636255,2.0046047191,1.1865410935,Str7
0.8728522877,1.8650282986,0.9921760109,Str7
0.899785113,1.9299308386,1.0301457257,Str7
0.8806022058,2.3478302742,1.4672280684,Str7
0.7726472548,2.0596825133,1.2870352585,Str7
1.0009554512,2.0736368379,1.0726813868,Str7
1.088744651,1.7990595237,0.7103148727,Str7
0.840569197,2.0236280183,1.1830588213,Str7
0.7109343681,2.3567947123,1.6458603442,Str7
1.002844355,1.955794682,0.952950327,Str7
1.1353105243,2.2819190626,1.1466085383,Str7
0.7236647908,1.9685726601,1.2449078693,Str7
1.1086614623,2.023792721,0.9151312587,Str7
0.8781764508,2.0015315575,1.1233551068,Str7
0.9636804583,2.1087918641,1.1451114058,Str7
0.8982257773,1.8078804642,0.9096546869,Str7
0.8296617015,1.8779268001,1.0482650986,Str7
0.8433779033,1.6906390053,0.847261102,Str7
1.0005525935,1.6885802966,0.6880277031,Str7
0.8170583337,2.208166955,1.3911086213,Str7
1.0374079669,2.0965645089,1.059156542,Str7
0.9623813465,2.5182870832,1.5559057366,Str7
0.7209025675,2.2646433276,1.5437407601,Str7
1.03112192,2.0741714074,1.0430494874,Str7
1.2471733474,1.9477393948,0.7005660474,Str7
1.037990379,2.1350002374,1.0970098584,Str7
1.1111479427,2.2910060947,1.179858152,Str7
1.1991203377,2.4811685618,1.2820482241,Str7
0.7951596203,1.8901409032,1.0949812829,Str7
1.0119084279,2.2428562013,1.2309477734,Str7
1.1419760509,2.0851597634,0.9431837126,Str7
1.0243391442,1.5937718938,0.5694327496,Str7
0.8873022192,2.1670644172,1.279762198,Str7
1.0199145753,1.8231912268,0.8032766515,Str7
0.7620412055,2.0629472933,1.3009060878,Str7
0.9326979753,1.7769787671,0.8442807919,Str7
0.8713011896,2.110579753,1.2392785634,Str7
0.93306778,2.1408969177,1.2078291377,Str7
1.0180206779,1.9304659333,0.9124452553,Str7
0.9354358575,1.7691268554,0.8336909979,Str7
0.9293476234,2.0138753625,1.0845277391,Str7
1.108412653,2.4033025275,1.2948898745,Str7
1.2944628985,2.247411556,0.9529486575,Str7
1.1673155296,2.0127217554,0.8454062258,Str7
1.0748528531,1.7455582275,0.6707053744,Str7
1.078009881,1.9233461633,0.8453362823,Str7
0.8101844466,2.0873087392,1.2771242926,Str7
0.8571420753,1.6994548307,0.8423127555,Str7
0.911647456,2.4309746688,1.5193272128,Str7
1.2867698684,2.2308108213,0.9440409529,Str7
1.0290949132,2.2196897125,1.1905947993,Str7
1.1227031734,1.9852830641,0.8625798907,Str7
0.8113989461,1.8221600129,1.0107610668,Str7
0.867599097,1.9300763772,1.0624772801,Str7
0.8452244723,1.8299263083,0.984701836,Str7
0.7834243185,1.9209444104,1.1375200919,Str7
1.0619463603,2.477299977,1.4153536166,Str7
1.2190795596,2.0668504096,0.8477708499,Str7
1.1467049222,1.7540262017,0.6073212795,Str7
0.7306458669,1.9115497164,1.1809038495,Str7
0.8044085282,1.9842485134,1.1798399852,Str7
0.8243878263,1.9691966475,1.1448088212,Str7
0.9268314055,1.9270883371,1.0002569316,Str7
0.8282035173,1.9073287181,1.0791252008,Str7
0.8557590147,2.3138327376,1.4580737228,Str7
1.0681830323,2.2493713348,1.1811883025,Str7
1.2007052217,1.9044343073,0.7037290856,Str7
1.392045184,2.5082167904,1.1161716065,Str7
1.300805535,2.1097461884,0.8089406535,Str7
0.9541624797,1.7323533429,0.7781908631,Str7
0.8389998832,2.0711535031,1.2321536199,Str7
1.0019227928,1.9082240669,0.9063012742,Str7
0.8943708689,2.0399313348,1.1455604659,Str7
1.3704482516,2.5009837288,1.1305354771,Str7
1.265432667,2.2558202035,0.9903875365,Str7
0.9810884802,2.0482900858,1.0672016056,Str7
0.9459913524,2.0210890742,1.0750977218,Str7
0.9177785298,2.0335922537,1.1158137239,Str7
1.0448541015,1.7350341903,0.6901800887,Str7
0.977721545,2.0305367161,1.052815171,Str7
0.9291544789,1.8607423146,0.9315878357,Str7
0.9992694171,2.2260097203,1.2267403032,Str7
1.1125396991,2.2079176795,1.0953779804,Str7
1.1413807222,2.1248096423,0.9834289201,Str7
1.0129584451,1.9124008174,0.8994423722,Str7
0.8518741668,1.7097509802,0.8578768134,Str7
0.8910309821,1.6431996376,0.7521686555,Str7
0.6877489474,1.9315375493,1.243788602,Str7
0.8866106035,2.026306856,1.1396962525,Str7
1.0023932609,1.818659957,0.816266696,Str7
1.4316547407,2.655562531,1.2239077903,Str7
1.0831646856,2.6214339504,1.5382692648,Str7
0.9166956153,2.3963759524,1.4796803372,Str7
1.1895126671,2.5052561936,1.3157435266,Str7
0.9111088408,1.8591248378,0.9480159969,Str7
1.008895649,1.9187055834,0.9098099344,Str7
1.0996286472,2.2590567089,1.1594280616,Str7
1.0811899595,2.0572768151,0.9760868556,Str7
1.0660626164,2.3370712482,1.2710086318,Str7
0.7964758722,1.8580744094,1.0615985373,Str7
0.7245692104,2.190613733,1.4660445226,Str7
0.7830093076,1.6903381306,0.907328823,Str7
0.7855071513,2.0274459127,1.2419387615,Str7
0.9186219614,1.7063619791,0.7877400177,Str7
0.7728494207,1.8973291752,1.1244797545,Str7
0.9526785072,1.7380998607,0.7854213535,Str7
0.9008493508,2.1421750404,1.2413256896,Str7
1.1240988987,1.9900284529,0.8659295541,Str7
1.0066912599,1.9314921463,0.9248008864,Str7
1.081346945,1.8178310205,0.7364840755,Str7
0.973034972,2.0727575164,1.0997225444,Str7
0.8105243978,1.500946309,0.6904219111,Str7
0.9859094334,1.8515587798,0.8656493464,Str7
0.9948082364,2.14430163,1.1494933936,Str7
1.1569229152,2.2406192158,1.0836963007,Str7
0.9844886642,1.7644004938,0.7799118296,Str7
0.9548235263,1.6968183342,0.741994808,Str7
0.8796724936,1.9825859946,1.102913501,Str7
0.9327228793,2.0645973842,1.1318745049,Str7
0.8615006829,1.940149981,1.0786492981,Str7
0.8414204606,1.8663783038,1.0249578432,Str7
1.0016322101,2.4359337737,1.4343015636,Str7
1.2146747039,2.1380158863,0.9233411824,Str7
1.4349283378,2.1853039024,0.7503755645,Str7
0.7213295554,2.0267006049,1.3053710494,Str7
1.001336429,2.1706292258,1.1692927968,Str7
1.0811033487,2.2402853357,1.159181987,Str7
1.0718860333,2.1000892871,1.0282032537,Str7
0.9724467538,1.7360414645,0.7635947107,Str7
0.8712549214,1.9791085675,1.1078536461,Str7
0.9519686314,1.6623252449,0.7103566134,Str7
1.0369916571,2.4087028719,1.3717112148,Str7
1.1150624341,1.9592938839,0.8442314498,Str7
1.036747896,1.9439924981,0.9072446021,Str7
0.7575722066,1.9673250911,1.2097528845,Str7
1.0273451556,2.3004557444,1.2731105887,Str7
1.0001312503,1.7604799383,0.760348688,Str7
0.7421390273,1.9108681979,1.1687291706,Str7
0.7519168275,2.1496593206,1.3977424931,Str7
1.0119686184,2.3828604086,1.3708917902,Str7
1.2516579092,2.2054430487,0.9537851394,Str7
0.8600458891,1.9631361751,1.103090286,Str7
1.1129137951,2.3453197369,1.2324059418,Str7
0.8033674257,1.5743175231,0.7709500974,Str7
0.8046159198,1.8532741981,1.0486582783,Str7
0.8072048841,1.9317338824,1.1245289982,Str7
0.8387159475,2.2856352016,1.446919254,Str7
1.1455855233,1.8790958493,0.733510326,Str7
0.6715246644,2.1517237399,1.4801990754,Str7
1.223156601,2.6364206529,1.4132640519,Str7
1.3351889322,2.5302450714,1.1950561392,Str7
0.933452401,1.9692153921,1.035762991,Str7
1.1463997108,2.4482574815,1.3018577707,Str7
1.0753759648,2.0495468012,0.9741708364,Str7
1.1169906542,2.1245942905,1.0076036364,Str7
0.9384450636,2.221626226,1.2831811624,Str7
0.7729869093,1.9542433086,1.1812563993,Str7
0.985014318,1.9756477448,0.9906334267,Str7
0.9255254518,2.1897106191,1.2641851673,Str7
0.7206172056,1.9262302133,1.2056130077,Str7
0.8156261588,2.2265523948,1.410926236,Str7
1.1601173247,1.8945124359,0.7343951113,Str7
0.9048147853,2.1039793938,1.1991646085,Str7
0.9741819325,2.289409961,1.3152280285,Str7
1.1171373447,2.1740372235,1.0568998789,Str7
0.8599750001,1.6374892933,0.7775142932,Str7
0.8997987811,1.6173181342,0.7175193531,Str7
0.9321591505,2.1273354806,1.1951763301,Str7
1.1127805207,1.9072911169,0.7945105962,Str7
0.8970983162,2.5651304916,1.6680321754,Str7
1.4257577099,2.1545997888,0.7288420789,Str7
0.644845538,1.6928337711,1.0479882331,Str7
0.8193651121,1.7316911108,0.9123259987,Str7
0.9328783773,1.6828733087,0.7499949313,Str7
0.8898102856,1.9471704843,1.0573601987,Str7
0.9592927424,1.9232972115,0.9640044692,Str7
0.9996640388,1.9877040773,0.9880400384,Str7
0.9081020018,2.0646769218,1.15657492,Str7
0.8458055358,2.2043663658,1.35856083,Str7
1.0422697533,2.2684276097,1.2261578565,Str7
1.2499617926,2.3190874144,1.0691256218,Str7
0.8876251042,1.9719476436,1.0843225394,Str7
0.9064724328,1.9121719198,1.005699487,Str7
0.9742695802,2.3472658012,1.372996221,Str7
0.8012506092,2.0363752449,1.2351246357,Str7
0.8823782133,1.7958166807,0.9134384674,Str7
1.3264552292,2.4814744223,1.1550191931,Str7
1.2423934117,2.0851671573,0.8427737456,Str7
1.0536692143,2.0669185066,1.0132492923,Str7
1.2561912004,2.1831654279,0.9269742276,Str7
1.05632352,1.955718876,0.899395356,Str7
0.9730214212,1.6272255236,0.6542041024,Str7
0.8646801816,2.0825592347,1.2178790532,Str7
1.2104459543,2.0516794816,0.8412335273,Str7
0.8734313815,1.9003354862,1.0269041047,Str7
1.0558854819,1.9324885624,0.8766030805,Str7
1.096788816,2.1845764786,1.0877876627,Str7
1.1545299617,1.8900069428,0.7354769811,Str7
0.7132382123,1.7293669145,1.0161287022,Str7
0.8498368296,2.0434038692,1.1935670396,Str7
0.9789471548,2.2139297162,1.2349825614,Str7
1.3322663748,2.4315625475,1.0992961728,Str7
1.286550714,1.9548906082,0.6683398941,Str7
0.9299271921,2.3595815135,1.4296543214,Str7
1.163206146,2.4965343211,1.3333281752,Str7
0.9762657288,1.8710313769,0.8947656481,Str7
0.7718414968,2.1797590767,1.4079175799,Str7
1.0789893586,1.9894463535,0.9104569949,Str7
1.1367637087,1.9770564845,0.8402927757,Str7
1.0721911574,2.0068242473,0.9346330899,Str7
1.0286626548,1.8537144574,0.8250518026,Str7
1.2461491618,2.1276048655,0.8814557037,Str7
1.1683387923,2.01563679,0.8472979977,Str7
0.7992862563,1.737940146,0.9386538897,Str7
0.8334897616,1.7349232495,0.901433488,Str7
0.7174626586,2.0964280263,1.3789653676,Str7
1.0017691974,2.0543460978,1.0525769004,Str7
0.787199813,2.0699130436,1.2827132306,Str7
0.9867382307,1.9832253742,0.9964871435,Str7
1.0062489868,2.0463794195,1.0401304326,Str7
0.9936353806,1.9489702721,0.9553348915,Str7
1.1312054039,2.1847404045,1.0535350006,Str7
0.9866798166,1.9384078536,0.951728037,Str7
0.7724465267,1.8825251422,1.1100786155,Str7
1.0518626326,1.9658577701,0.9139951374,Str7
0.9863390869,1.898744828,0.9124057411,Str7
0.9954062372,2.0728748508,1.0774686136,Str7
1.0151318935,2.1131271474,1.0979952539,Str7
0.9758189593,1.9048884526,0.9290694933,Str7
0.8161124207,1.6157128786,0.7996004579,Str7
1.0931894771,2.0637992671,0.97060979,Str7
1.0368836559,2.069479085,1.0325954291,Str7
1.0161939874,1.9090680202,0.8928740328,Str7
0.9978605649,2.1009389435,1.1030783787,Str7
1.0298692587,2.0485301041,1.0186608454,Str7
1.0670675268,1.9666861339,0.8996186071,Str7
0.9904950845,2.1903810404,1.1998859559,Str7
1.0431807403,2.3945358577,1.3513551174,Str7
1.1867572518,2.5660957278,1.3793384761,Str7
1.3032635619,1.9275745486,0.6243109866,Str7
1.0447060639,1.8731497535,0.8284436896,Str7
1.3254882545,2.5229000386,1.1974117841,Str7
0.8206075955,2.2651748507,1.4445672552,Str7
1.1341074409,1.9695867338,0.8354792929,Str7
1.0524016187,2.2751420235,1.2227404048,Str7
0.8180058791,2.0933264027,1.2753205236,Str7
1.0162638331,2.2286128312,1.2123489982,Str7
1.1426661703,2.1326883529,0.9900221826,Str7
0.9254172755,2.0113271889,1.0859099133,Str7
1.0655155088,1.9961685942,0.9306530854,Str7
0.9242777709,1.8404923021,0.9162145312,Str7
0.9206236492,1.7797489805,0.8591253313,Str7
0.8626630176,1.8785780614,1.0159150438,Str7
0.8183066657,2.024154357,1.2058476914,Str7
1.1309487584,2.2468046393,1.1158558809,Str7
1.1428712157,2.0380207947,0.895149579,Str7
0.9934540342,2.0236210673,1.0301670331,Str7
0.8296866414,2.2894865731,1.4597999317,Str7
1.1595475691,1.9192111099,0.7596635407,Str7
0.7863895646,1.9658345406,1.179444976,Str7
1.0607502615,2.3021653934,1.2414151319,Str7
1.1600761207,2.2418517108,1.0817755901,Str7
1.1575413805,2.6455772164,1.4880358358,Str7
1.2288687974,2.0708011193,0.8419323219,Str7
0.7976677364,1.7799632512,0.9822955149,Str7
0.9505076825,1.6112134921,0.6607058096,Str7
0.7566926458,1.7023372161,0.9456445703,Str7
0.8972333798,2.0426191796,1.1453857998,Str7
0.8596732455,1.5378270751,0.6781538296,Str7
0.9713986827,1.5692163164,0.5978176337,Str7
0.7534176622,1.9800422939,1.2266246317,Str7
0.8055937958,1.6288398103,0.8232460145,Str7
0.8452941643,1.7808187061,0.9355245418,Str7
0.9508241141,1.935236383,0.984412269,Str7
0.8962155064,1.9873421623,1.091126656,Str7
0.8473282665,1.732662264,0.8853339975,Str7
0.8843889501,1.8508507942,0.966461844,Str7
1.0252012092,1.849642104,0.8244408948,Str7
1.0575312262,1.9320667539,0.8745355278,Str7
0.8254231735,2.3563160014,1.5308928279,Str7
0.9426177682,2.0958303222,1.1532125539,Str7
0.8717529597,1.9653899522,1.0936369925,Str7
0.7211182821,1.7175697265,0.9964514443,Str7
0.7637747646,1.4648149025,0.7010401379,Str7
0.7063948687,2.3943583805,1.6879635118,Str7
1.074547818,1.680106733,0.605558915,Str7
0.8851094744,2.1385949893,1.253485515,Str7
1.0106891347,2.4556336464,1.4449445117,Str7
1.2010151355,2.7649633452,1.5639482097,Str7
1.2770337668,2.2657325037,0.9886987369,Str7
